300669	1
300670	3
300671	1
300672	2
300673	1
300674	2
300675	3
300676	1
300677	3
300678	1
300679	2
300680	3
300681	3
300682	3
300683	3
300684	1
300685	1
300686	1
300687	1
300688	3
300689	2
300690	1
300691	3
300692	2
300693	1
300694	1
300695	3
300696	2
300697	1
300698	2
300699	3
300700	1
300701	3
300702	1
300703	3
300704	2
300705	1
300706	2
300707	3
300708	3
300709	2
300710	2
300711	2
300712	1
300713	2
300714	3
300715	1
300716	3
300717	2
300718	2
300719	1
300720	1
300721	1
300722	1
300723	2
300724	1
300725	1
300726	2
300727	3
300728	3
300729	3
300730	2
300731	1
300732	1
300733	1
300734	1
300735	3
300736	1
300737	1
300738	2
300739	1
300740	2
300741	1
300742	2
300743	2
300744	1
300745	3
300746	2
300747	3
300748	2
300749	1
300750	1
300751	1
300752	1
300753	2
300754	1
300755	2
300756	3
300757	3
300758	1
300759	3
300760	2
300761	3
300762	2
300763	1
300764	1
300765	3
300766	1
300767	1
300768	2
300769	1
300770	3
300771	1
300772	3
300773	2
300774	1
300775	2
300776	2
300777	1
300778	2
300779	1
300780	3
300781	3
300782	2
300783	1
300784	3
300785	2
300786	2
300787	3
300788	1
300789	1
300790	3
300791	1
300792	2
300793	3
300794	2
300795	1
300796	2
300797	1
300798	3
300799	3
300800	3
300801	2
300802	1
300803	1
300804	1
300805	2
300806	3
300807	2
300808	2
300809	2
300810	2
300811	3
300812	3
300813	2
300814	2
300815	3
300816	2
300817	1
300818	1
300819	3
300820	1
300821	1
300822	3
300823	1
300824	1
300825	2
300826	1
300827	1
300828	2
300829	3
300830	3
300831	1
300832	1
300833	2
300834	1
300835	2
300836	3
300837	3
300838	1
300839	3
300840	2
300841	2
300842	2
300843	3
300844	1
300845	2
300846	1
300847	2
300848	2
300849	3
300850	2
300851	2
300852	2
300853	1
300854	2
300855	1
300856	3
300857	3
300858	1
300859	3
300860	2
300861	1
300862	1
300863	1
300864	1
300865	2
300866	1
300867	3
300868	2
300869	3
300870	1
300871	1
300872	3
300873	1
300874	1
300875	1
300876	2
300877	1
300878	1
300879	2
300880	1
300881	1
300882	1
300883	2
300884	1
300885	1
300886	1
300887	2
300888	3
300889	3
300890	1
300891	2
300892	2
300893	1
300894	2
300895	2
300896	1
300897	1
300898	2
300899	1
300900	3
300901	3
300902	2
300903	1
300904	2
300905	1
300906	2
300907	3
300908	3
300909	3
300910	1
300911	1
300912	1
300913	1
300914	1
300915	3
300916	3
300917	3
300918	1
300919	1
300920	3
300921	1
300922	1
300923	3
300924	1
300925	1
300926	3
300927	2
300928	3
300929	1
300930	1
300931	1
300932	3
300933	3
300934	1
300935	2
300936	1
300937	2
300938	1
300939	3
300940	1
300941	2
300942	1
300943	1
300944	3
300945	1
300946	3
300947	3
300948	3
300949	1
300950	2
300951	1
300952	1
300953	2
300954	2
300955	1
300956	3
300957	1
300958	3
300959	3
300960	2
300961	3
300962	2
300963	3
300964	3
300965	1
300966	3
300967	3
300968	1
300969	2
300970	2
300971	3
300972	3
300973	3
300974	1
300975	1
300976	1
300977	2
300978	1
300979	3
300980	2
300981	1
300982	3
300983	1
300984	1
300985	3
300986	3
300987	1
300988	2
300989	1
300990	1
300991	3
300992	1
300993	3
300994	3
300995	2
300996	2
300997	3
300998	3
300999	1
301000	2
301001	3
301002	1
301003	2
301004	1
301005	2
301006	3
301007	2
301008	2
301009	1
301010	1
301011	1
301012	2
301013	1
301014	3
301015	1
301016	1
301017	1
301018	3
301019	2
301020	2
301021	3
301022	3
301023	1
301024	1
301025	3
301026	1
301027	1
301028	1
301029	1
301030	3
301031	1
301032	3
301033	3
301034	1
301035	2
301036	2
301037	2
301038	2
301039	1
301040	1
301041	3
301042	1
301043	1
301044	1
301045	3
301046	2
301047	3
301048	1
301049	3
301050	1
301051	1
301052	3
301053	1
301054	2
301055	1
301056	3
301057	1
301058	2
301059	2
301060	3
301061	1
301062	3
301063	1
301064	2
301065	1
301066	1
301067	1
301068	3
301069	3
301070	1
301071	1
301072	1
301073	3
301074	3
301075	3
301076	1
301077	3
301078	1
301079	2
301080	2
301081	1
301082	1
301083	1
301084	1
301085	1
301086	2
301087	2
301088	2
301089	1
301090	2
301091	2
301092	2
301093	1
301094	3
301095	3
301096	3
301097	2
301098	1
301099	3
301100	3
301101	2
301102	3
301103	2
301104	1
301105	1
301106	2
301107	2
301108	2
301109	1
301110	3
301111	2
301112	3
301113	2
301114	3
301115	1
301116	3
301117	1
301118	1
301119	3
301120	3
301121	2
301122	1
301123	1
301124	2
301125	3
301126	2
301127	1
301128	2
301129	2
301130	2
301131	2
301132	2
301133	2
301134	3
301135	2
301136	2
301137	1
301138	1
301139	1
301140	3
301141	2
301142	2
301143	2
301144	1
301145	3
301146	1
301147	1
301148	3
301149	1
301150	3
301151	1
301152	3
301153	1
301154	1
301155	1
301156	2
301157	1
301158	2
301159	3
301160	2
301161	1
301162	3
301163	2
301164	3
301165	1
301166	2
301167	3
301168	2
301169	1
301170	1
301171	3
301172	3
301173	3
301174	1
301175	1
301176	2
301177	2
301178	1
301179	2
301180	2
301181	1
301182	3
301183	3
301184	1
301185	2
301186	2
301187	3
301188	2
301189	1
301190	1
301191	3
301192	1
301193	3
301194	3
301195	2
301196	1
301197	2
301198	1
301199	2
301200	3
301201	1
301202	1
301203	2
301204	1
301205	2
301206	3
301207	1
301208	1
301209	2
301210	1
301211	2
301212	3
301213	2
301214	1
301215	1
301216	2
301217	2
301218	3
301219	1
301220	2
301221	2
301222	1
301223	3
301224	3
301225	2
301226	2
301227	2
301228	1
301229	1
301230	1
301231	1
301232	1
301233	1
301234	1
301235	3
301236	1
301237	1
301238	1
301239	3
301240	1
301241	2
301242	3
301243	2
301244	1
301245	1
301246	2
301247	1
301248	1
301249	3
301250	2
301251	2
301252	1
301253	1
301254	2
301255	1
301256	2
301257	3
301258	2
301259	3
301260	2
301261	1
301262	3
301263	3
301264	3
301265	1
301266	1
301267	1
301268	3
301269	3
301270	3
301271	1
301272	1
301273	1
301274	1
301275	2
301276	3
301277	3
301278	1
301279	1
301280	1
301281	3
301282	1
301283	3
301284	1
301285	1
301286	2
301287	1
301288	2
301289	2
301290	3
301291	3
301292	3
301293	3
301294	1
301295	2
301296	1
301297	2
301298	3
301299	1
301300	2
301301	1
301302	1
301303	2
301304	3
301305	2
301306	2
301307	2
301308	3
301309	1
301310	1
301311	3
301312	1
301313	3
301314	1
301315	1
301316	3
301317	2
301318	1
301319	2
301320	3
301321	2
301322	1
301323	2
301324	3
301325	2
301326	1
301327	2
301328	2
301329	2
301330	1
301331	1
301332	2
301333	3
301334	2
301335	3
301336	1
301337	1
301338	1
301339	2
301340	1
301341	1
301342	3
301343	1
301344	3
301345	3
301346	3
301347	1
301348	1
301349	2
301350	3
301351	2
301352	3
301353	1
301354	2
301355	1
301356	1
301357	2
301358	1
301359	2
301360	3
301361	3
301362	1
301363	1
301364	2
301365	1
301366	1
301367	3
301368	1
301369	1
301370	1
301371	1
301372	3
301373	2
301374	1
301375	2
301376	1
301377	2
301378	1
301379	1
301380	3
301381	2
301382	2
301383	1
301384	3
301385	1
301386	2
301387	1
301388	3
301389	2
301390	1
301391	1
301392	3
301393	1
301394	1
301395	1
301396	2
301397	2
301398	3
301399	3
301400	3
301401	3
301402	3
301403	2
301404	1
301405	1
301406	1
301407	2
301408	1
301409	1
301410	2
301411	2
301412	2
301413	2
301414	3
301415	3
301416	1
301417	2
301418	3
301419	1
301420	3
301421	3
301422	3
301423	2
301424	1
301425	1
301426	3
301427	2
301428	1
301429	3
301430	2
301431	3
301432	1
301433	3
301434	1
301435	2
301436	1
301437	2
301438	2
301439	2
301440	3
301441	1
301442	2
301443	2
301444	3
301445	1
301446	3
301447	1
301448	2
301449	2
301450	1
301451	2
301452	1
301453	1
301454	2
301455	2
301456	1
301457	2
301458	2
301459	2
301460	2
301461	1
301462	3
301463	1
301464	3
301465	2
301466	3
301467	1
301468	2
301469	2
301470	2
301471	2
301472	3
301473	3
301474	3
301475	1
301476	3
301477	1
301478	1
301479	2
301480	1
301481	1
301482	1
301483	2
301484	2
301485	1
301486	2
301487	2
301488	3
301489	3
301490	2
301491	2
301492	3
301493	1
301494	1
301495	1
301496	2
301497	3
301498	1
301499	2
301500	1
301501	1
301502	2
301503	3
301504	2
301505	1
301506	2
301507	1
301508	1
301509	3
301510	3
301511	1
301512	1
301513	2
301514	2
301515	3
301516	3
301517	2
301518	2
301519	3
301520	1
301521	1
301522	1
301523	3
301524	3
301525	1
301526	1
301527	2
301528	3
301529	1
301530	1
301531	3
301532	1
301533	1
301534	2
301535	3
301536	2
301537	3
301538	2
301539	1
301540	3
301541	3
301542	3
301543	2
301544	1
301545	3
301546	2
301547	1
301548	1
301549	2
301550	1
301551	1
301552	3
301553	1
301554	1
301555	1
301556	1
301557	2
301558	1
301559	3
301560	2
301561	3
301562	3
301563	2
301564	2
301565	3
301566	1
301567	3
301568	1
301569	1
301570	3
301571	1
301572	1
301573	1
301574	3
301575	2
301576	2
301577	3
301578	3
301579	1
301580	2
301581	3
301582	3
301583	1
301584	3
301585	2
301586	2
301587	1
301588	3
301589	2
301590	1
301591	1
301592	1
301593	1
301594	2
301595	3
301596	1
301597	2
301598	2
301599	3
301600	3
301601	2
301602	2
301603	2
301604	1
301605	1
301606	1
301607	1
301608	3
301609	1
301610	2
301611	2
301612	3
301613	1
301614	2
301615	2
301616	2
301617	2
301618	3
301619	1
301620	2
301621	1
301622	1
301623	1
301624	1
301625	1
301626	3
301627	3
301628	1
301629	2
301630	2
301631	1
301632	3
301633	1
301634	1
301635	1
301636	3
301637	1
301638	3
301639	2
301640	1
301641	1
301642	1
301643	2
301644	1
301645	1
301646	1
301647	2
301648	3
301649	2
301650	3
301651	3
301652	2
301653	2
301654	2
301655	2
301656	3
301657	2
301658	1
301659	2
301660	2
301661	3
301662	1
301663	2
301664	1
301665	2
301666	1
301667	3
301668	1
301669	3
301670	2
301671	1
301672	1
301673	2
301674	3
301675	2
301676	1
301677	2
301678	2
301679	1
301680	3
301681	1
301682	1
301683	2
301684	2
301685	2
301686	1
301687	3
301688	2
301689	2
301690	3
301691	2
301692	3
301693	2
301694	2
301695	2
301696	2
301697	1
301698	1
301699	3
301700	2
301701	2
301702	2
301703	3
301704	1
301705	3
301706	3
301707	3
301708	1
301709	2
301710	1
301711	1
301712	1
301713	1
301714	2
301715	1
301716	1
301717	3
301718	1
301719	3
301720	3
301721	2
301722	1
301723	2
301724	2
301725	1
301726	1
301727	3
301728	1
301729	1
301730	1
301731	1
301732	1
301733	1
301734	2
301735	1
301736	3
301737	3
301738	1
301739	1
301740	2
301741	1
301742	2
301743	1
301744	1
301745	2
301746	2
301747	3
301748	2
301749	2
301750	2
301751	1
301752	3
301753	1
301754	1
301755	2
301756	3
301757	2
301758	1
301759	1
301760	3
301761	1
301762	3
301763	2
301764	2
301765	3
301766	1
301767	3
301768	3
301769	1
301770	2
301771	2
301772	1
301773	2
301774	3
301775	1
301776	1
301777	1
301778	1
301779	1
301780	1
301781	2
301782	3
301783	1
301784	2
301785	1
301786	2
301787	3
301788	1
301789	1
301790	3
301791	3
301792	3
301793	2
301794	3
301795	1
301796	1
301797	3
301798	1
301799	1
301800	2
301801	2
301802	1
301803	1
301804	2
301805	1
301806	3
301807	2
301808	1
301809	3
301810	3
301811	1
301812	2
301813	3
301814	2
301815	1
301816	2
301817	3
301818	3
301819	2
301820	2
301821	1
301822	2
301823	1
301824	1
301825	3
301826	1
301827	3
301828	1
301829	3
301830	1
301831	3
301832	3
301833	2
301834	3
301835	1
301836	2
301837	3
301838	2
301839	1
301840	3
301841	1
301842	1
301843	3
301844	1
301845	1
301846	2
301847	2
301848	2
301849	2
301850	3
301851	2
301852	2
301853	2
301854	1
301855	1
301856	3
301857	2
301858	2
301859	3
301860	1
301861	1
301862	1
301863	2
301864	1
301865	3
301866	3
301867	1
301868	2
301869	2
301870	2
301871	2
301872	2
301873	1
301874	1
301875	1
301876	2
301877	3
301878	2
301879	3
301880	1
301881	1
301882	1
301883	1
301884	2
301885	1
301886	2
301887	1
301888	2
301889	3
301890	2
301891	2
301892	3
301893	1
301894	1
301895	1
301896	1
301897	1
301898	3
301899	2
301900	1
301901	3
301902	1
301903	1
301904	3
301905	1
301906	1
301907	3
301908	2
301909	1
301910	1
301911	3
301912	3
301913	2
301914	1
301915	1
301916	2
301917	2
301918	1
301919	3
301920	1
301921	1
301922	3
301923	3
301924	2
301925	3
301926	1
301927	2
301928	3
301929	1
301930	1
301931	2
301932	3
301933	2
301934	1
301935	2
301936	1
301937	2
301938	2
301939	2
301940	1
301941	3
301942	1
301943	3
301944	2
301945	1
301946	3
301947	2
301948	2
301949	1
301950	1
301951	2
301952	2
301953	1
301954	1
301955	2
301956	1
301957	3
301958	1
301959	1
301960	1
301961	1
301962	1
301963	1
301964	3
301965	3
301966	3
301967	1
301968	1
301969	3
301970	1
301971	1
301972	1
301973	1
301974	1
301975	2
301976	1
301977	1
301978	3
301979	1
301980	1
301981	3
301982	1
301983	1
301984	3
301985	1
301986	2
301987	3
301988	1
301989	1
301990	1
301991	3
301992	1
301993	2
301994	3
301995	1
301996	2
301997	1
301998	3
301999	1
302000	2
302001	2
302002	1
302003	1
302004	1
302005	2
302006	3
302007	2
302008	3
302009	1
302010	3
302011	2
302012	2
302013	2
302014	1
302015	1
302016	1
302017	1
302018	1
302019	3
302020	1
302021	1
302022	1
302023	1
302024	2
302025	2
302026	2
302027	1
302028	1
302029	3
302030	1
302031	3
302032	1
302033	3
302034	1
302035	3
302036	3
302037	2
302038	3
302039	2
302040	1
302041	1
302042	2
302043	3
302044	3
302045	1
302046	1
302047	3
302048	3
302049	3
302050	1
302051	2
302052	3
302053	1
302054	2
302055	2
302056	3
302057	1
302058	1
302059	2
302060	2
302061	2
302062	1
302063	3
302064	2
302065	3
302066	1
302067	2
302068	2
302069	2
302070	1
302071	1
302072	3
302073	1
302074	1
302075	2
302076	3
302077	1
302078	1
302079	2
302080	1
302081	1
302082	3
302083	1
302084	1
302085	3
302086	2
302087	2
302088	2
302089	2
302090	1
302091	1
302092	3
302093	1
302094	1
302095	2
302096	1
302097	3
302098	3
302099	1
302100	1
302101	3
302102	1
302103	2
302104	3
302105	1
302106	3
302107	3
302108	2
302109	3
302110	1
302111	3
302112	2
302113	2
302114	2
302115	3
302116	3
302117	3
302118	1
302119	2
302120	1
302121	1
302122	1
302123	3
302124	2
302125	2
302126	1
302127	2
302128	1
302129	3
302130	1
302131	3
302132	2
302133	1
302134	1
302135	2
302136	2
302137	1
302138	1
302139	1
302140	1
302141	3
302142	1
302143	1
302144	1
302145	2
302146	1
302147	3
302148	3
302149	3
302150	1
302151	2
302152	2
302153	2
302154	2
302155	1
302156	2
302157	1
302158	3
302159	1
302160	1
302161	2
302162	1
302163	2
302164	3
302165	3
302166	3
302167	2
302168	3
302169	3
302170	2
302171	3
302172	3
302173	1
302174	1
302175	2
302176	1
302177	3
302178	3
302179	1
302180	1
302181	3
302182	1
302183	2
302184	3
302185	1
302186	2
302187	1
302188	2
302189	2
302190	1
302191	2
302192	1
302193	1
302194	3
302195	3
302196	3
302197	1
302198	2
302199	3
302200	1
302201	1
302202	2
302203	1
302204	3
302205	1
302206	3
302207	1
302208	2
302209	3
302210	1
302211	1
302212	3
302213	1
302214	2
302215	1
302216	1
302217	1
302218	3
302219	2
302220	2
302221	1
302222	3
302223	2
302224	3
302225	3
302226	3
302227	2
302228	2
302229	3
302230	2
302231	1
302232	3
302233	1
302234	2
302235	3
302236	1
302237	3
302238	2
302239	1
302240	2
302241	3
302242	1
302243	3
302244	2
302245	1
302246	2
302247	3
302248	2
302249	3
302250	1
302251	3
302252	2
302253	1
302254	3
302255	2
302256	3
302257	1
302258	3
302259	1
302260	3
302261	1
302262	3
302263	1
302264	1
302265	3
302266	2
302267	2
302268	2
302269	1
302270	2
302271	2
302272	1
302273	1
302274	1
302275	1
302276	2
302277	1
302278	3
302279	2
302280	1
302281	1
302282	3
302283	3
302284	1
302285	2
302286	2
302287	2
302288	1
302289	1
302290	3
302291	3
302292	3
302293	1
302294	2
302295	3
302296	2
302297	2
302298	2
302299	3
302300	1
302301	1
302302	1
302303	2
302304	3
302305	1
302306	2
302307	3
302308	1
302309	3
302310	1
302311	1
302312	1
302313	1
302314	1
302315	1
302316	1
302317	2
302318	2
302319	2
302320	3
302321	1
302322	1
302323	1
302324	1
302325	1
302326	2
302327	2
302328	1
302329	2
302330	3
302331	1
302332	1
302333	2
302334	2
302335	3
302336	1
302337	1
302338	3
302339	1
302340	1
302341	3
302342	1
302343	2
302344	2
302345	1
302346	2
302347	2
302348	3
302349	3
302350	1
302351	1
302352	1
302353	3
302354	1
302355	1
302356	1
302357	3
302358	2
302359	3
302360	2
302361	2
302362	3
302363	2
302364	2
302365	2
302366	1
302367	1
302368	1
302369	3
302370	1
302371	1
302372	2
302373	2
302374	1
302375	3
302376	2
302377	1
302378	3
302379	2
302380	2
302381	3
302382	1
302383	2
302384	3
302385	2
302386	2
302387	3
302388	3
302389	3
302390	1
302391	2
302392	2
302393	1
302394	1
302395	2
302396	1
302397	3
302398	3
302399	2
302400	3
302401	3
302402	1
302403	2
302404	3
302405	3
302406	2
302407	3
302408	2
302409	2
302410	1
302411	1
302412	2
302413	2
302414	1
302415	2
302416	1
302417	3
302418	3
302419	3
302420	1
302421	2
302422	1
302423	3
302424	1
302425	2
302426	2
302427	1
302428	3
302429	1
302430	1
302431	2
302432	1
302433	3
302434	2
302435	2
302436	2
302437	2
302438	2
302439	1
302440	3
302441	1
302442	3
302443	3
302444	1
302445	3
302446	2
302447	2
302448	1
302449	1
302450	3
302451	1
302452	1
302453	2
302454	3
302455	1
302456	1
302457	2
302458	3
302459	3
302460	1
302461	1
302462	3
302463	3
302464	1
302465	1
302466	3
302467	1
302468	1
302469	1
302470	2
302471	2
302472	2
302473	2
302474	2
302475	3
302476	2
302477	2
302478	2
302479	3
302480	3
302481	3
302482	2
302483	3
302484	1
302485	1
302486	1
302487	3
302488	3
302489	3
302490	1
302491	3
302492	2
302493	1
302494	2
302495	1
302496	3
302497	2
302498	1
302499	1
302500	3
302501	2
302502	1
302503	2
302504	1
302505	2
302506	3
302507	3
302508	1
302509	1
302510	3
302511	1
302512	3
302513	2
302514	3
302515	1
302516	1
302517	1
302518	3
302519	1
302520	1
302521	2
302522	2
302523	2
302524	1
302525	2
302526	2
302527	1
302528	3
302529	3
302530	3
302531	1
302532	1
302533	3
302534	1
302535	1
302536	1
302537	3
302538	1
302539	2
302540	2
302541	1
302542	3
302543	2
302544	1
302545	1
302546	2
302547	2
302548	3
302549	3
302550	3
302551	2
302552	1
302553	2
302554	1
302555	1
302556	1
302557	2
302558	3
302559	1
302560	3
302561	3
302562	3
302563	2
302564	1
302565	3
302566	1
302567	3
302568	1
302569	1
302570	1
302571	3
302572	2
302573	1
302574	1
302575	3
302576	2
302577	2
302578	2
302579	2
302580	1
302581	1
302582	2
302583	2
302584	1
302585	1
302586	1
302587	2
302588	2
302589	3
302590	3
302591	2
302592	2
302593	3
302594	1
302595	1
302596	1
302597	1
302598	3
302599	1
302600	3
302601	3
302602	2
302603	3
302604	2
302605	1
302606	3
302607	1
302608	3
302609	1
302610	3
302611	3
302612	3
302613	3
302614	2
302615	1
302616	1
302617	1
302618	1
302619	3
302620	2
302621	2
302622	3
302623	1
302624	3
302625	1
302626	3
302627	3
302628	2
302629	3
302630	1
302631	2
302632	3
302633	2
302634	1
302635	3
302636	3
302637	1
302638	2
302639	3
302640	1
302641	3
302642	2
302643	3
302644	1
302645	2
302646	1
302647	3
302648	3
302649	2
302650	1
302651	3
302652	3
302653	2
302654	2
302655	1
302656	3
302657	2
302658	3
302659	1
302660	1
302661	3
302662	2
302663	2
302664	1
302665	3
302666	3
302667	3
302668	1
302669	2
302670	3
302671	1
302672	3
302673	3
302674	1
302675	3
302676	1
302677	3
302678	2
302679	1
302680	2
302681	1
302682	2
302683	3
302684	2
302685	2
302686	2
302687	1
302688	2
302689	2
302690	1
302691	1
302692	2
302693	1
302694	1
302695	1
302696	1
302697	2
302698	2
302699	3
302700	1
302701	3
302702	1
302703	2
302704	2
302705	2
302706	1
302707	2
302708	1
302709	3
302710	2
302711	1
302712	2
302713	1
302714	2
302715	2
302716	2
302717	1
302718	1
302719	1
302720	2
302721	1
302722	2
302723	2
302724	2
302725	1
302726	2
302727	2
302728	1
302729	1
302730	3
302731	3
302732	2
302733	1
302734	1
302735	2
302736	2
302737	2
302738	2
302739	2
302740	1
302741	3
302742	1
302743	1
302744	2
302745	3
302746	1
302747	2
302748	1
302749	2
302750	3
302751	1
302752	1
302753	3
302754	1
302755	2
302756	1
302757	2
302758	3
302759	2
302760	1
302761	2
302762	2
302763	2
302764	1
302765	1
302766	2
302767	2
302768	1
302769	3
302770	1
302771	1
302772	2
302773	2
302774	2
302775	3
302776	3
302777	1
302778	1
302779	1
302780	3
302781	2
302782	3
302783	1
302784	3
302785	3
302786	2
302787	2
302788	1
302789	2
302790	3
302791	3
302792	1
302793	1
302794	2
302795	1
302796	1
302797	3
302798	2
302799	1
302800	1
